numunitid,obsval,source_code_description,description,target,predicted_source_code_description
11208,11,,0.0,,percent
4510,11,,U/yr,,percent
4912,11,,809,,percent
17825,11,,mmol/g(dry wt),,millimole per liter
22042,11,,WBC 5.73,,percent
16792,11,,Adrenaln/Creatinine,,percent
6351,11,,V/V,,percent
27055,11,,WBC 6.77,,percent
3605,11,,Enzymes/specific proteins NOS,,percent
4267,11,,20015,,percent
4050,11,,variable,,percent
11246,11,,Days In hospital (diabetes),,percent
3059,11,,Blood electrolyte levels,,percent
6937,11,,800,,percent
13010,11,,Blood bicarbonate level,,percent
12102,11,,Scor,,percent
6720,11,,Serum creatinine abnormal,,percent
26782,11,,WBC 7.73,,percent
15256,11,,nmol/gHb/hour,,nanomole per 24 hours
9071,11,,752,,percent
13723,11,,oz.,,percent
25227,11,,WBC 6.74,,percent
22297,11,,WBC 7.30,,percent
12275,11,,x 10^9 / litre,,billion per liter
11242,11,,/95,,percent
26744,11,,WBC 6.47,,percent
12917,11,,gramms,,percent
15557,10,,Time of Day,,percent
26749,10,,WBC 6.98,,percent
12765,10,,PCRN,,percent
25253,10,,WBC 9.13,,percent
12873,10,,mls.,,percent
11248,10,,On scale 1-5,,percent
7933,10,,Total Cholesterol (m.mol/L),,percent
26723,10,,WBC 4.71,,percent
6392,10,,PUS/cmm,,percent
10812,10,,Leucopenia,,percent
10736,10,,Nucleated red blood cell count,,percent
3481,10,,Amniotic fluid cholinesterase,,percent
22708,10,,WBC 6.99,,percent
6935,10,,1035,,percent
7760,10,,GRADE 0-6 (0=N,,percent
12267,10,,WBC 8.44,,percent
10525,10,,Immunoglobulins normal,,percent
25443,10,,WBC 4.51,,percent
26779,10,,WBC 7.62,,percent
8785,10,,nm/mL/mn,,percent
3136,10,,CHADS2 Score 0/6: Pa,,score
2920,10,,u/m,,percent
3121,10,,CHADS2-VASc Score 5/,,score
18590,10,,mmool/l,,percent
14040,10,,quartly,,percent
2118,10,,gram per week,,per week
10958,10,,MCL,,percent
26785,10,,WBC 8.56,,percent
7091,10,,g/sq cm,,centimeter
3975,10,,/day15,,percent
21501,10,,/g tobacco per week,,per week
7800,10,,Haematology test not needed,,percent
10508,10,,Thyroglobulin autoantibodies,,percent
25728,10,,WBC 5.68,,percent
9248,10,,umol/l/h,,percent
6022,10,,MCH - borderline low,,percent
26757,10,,WBC 5.32,,percent
25482,10,,WBC 7.63,,percent
26776,10,,WBC 7.38,,percent
13306,10,,Blood urea/renal function,,percent
11035,10,,ol/mol,,percent
3756,10,,micro/L,,percent
5544,10,,801,,percent
15834,10,,mL/m/l,,percent
23335,10,,5/6mg alt days,,percent
5084,10,,865,,percent
4812,10,,/day10,,percent
26211,10,,WBC 5.37,,percent
22315,10,,WBC 8.77,,percent
13465,10,,six months,,percent
29161,10,,E.U./dL,,percent
10325,10,,Sputum examination NOS,,percent
4879,10,,913,,percent
26218,10,,WBC 6.11,,percent
26813,10,,WBC 7.42,,percent
19083,10,,WBC 4.07,,percent
11891,10,,786,,percent
22294,10,,WBC 6.94,,percent
26845,10,,WBC 9.69,,percent
25215,10,,WBC 5.48,,percent
26466,10,,WBC 5.60,,percent
13361,10,,U/ year,,percent
25461,10,,WBC 5.80,,percent
26464,10,,WBC 5.29,,percent
2628,10,,2-3,,percent
5870,10,,Blood carbon monoxide level,,percent
26482,10,,WBC 7.19,,percent
2263,10,,(a) U/mL,,percent
6656,10,,/day roll ups,,gram per 24 hours
13909,10,,2-4 times per month,,per month
23818,10,,Peak flow percent,,percent
11325,10,,10g,,percent
2505,10,,7 days,,percent
7715,10,,10*3 IU/mL,,billion per liter
8747,10,,Sample: organism isolated,,percent
9787,10,,yrs ago,,percent
5867,10,,Urine dipstick for blood,,percent
5047,10,,825,,percent
25340,10,,poor,,percent
25230,10,,WBC 6.95,,percent
26209,10,,WBC 5.23,,percent
14797,10,,week +1,,percent
29040,10,,TNP,,percent
2796,10,,mmol/sp,,millimole per liter
14117,10,,Sm antibody level,,percent
2006,10,,alt,,percent
10784,10,,Me&MyCOPD,,percent
14816,10,,WBC 6.20,,percent
16852,10,,Toxoplasma IgM antibody level,,percent
26812,10,,WBC 7.40,,percent
10403,10,,Urine oxalate,,percent
11253,10,,On scale of 1 to 5,,percent
4288,10,,6 month,,percent
12085,10,,Sco,,percent
14147,10,,rollups/week,,percent
13934,10,,U/3 monthly,,percent
9366,10,,beats,,heartbeat
17340,10,,Iron absorption,,percent
22304,10,,WBC 7.76,,percent
2241,10,,mcg/1,,percent
6893,10,,897,,percent
12551,10,,pouch,,percent
6863,10,,873,,percent
3588,10,,(hh mm),,millimeter per hour
11883,10,,mPas at 25C.,,percent
5489,10,,819,,percent
1065,10,,Days off/month,,percent
7213,10,,mmopl/L,,percent
179,10,,mg/:,,percent
6916,10,,1039,,percent
11303,10,,o/week,,percent
8020,10,,(15-Wks),,percent
14581,10,,pmol/8x10e8 RC,,percent
10866,10,,669,,percent
2636,10,,2 weekly,,percent
5272,10,,709,,percent
4208,10,,2 hour post-prand blood gluc,,percent
7003,10,,854,,percent
19927,10,,Days Since Last Visit,,percent
12435,10,,ddays,,percent
13013,10,,Creatinine clearance test,,percent
6867,10,,989,,percent
22295,10,,WBC 7.06,,percent
9574,10,,WBC 8.58,,percent
8989,10,,6months,,percent
21055,10,,AstraZeneca,,percent
16339,10,,umol/coll.,,percent
13329,10,,umol/L(56-127),,percent
5993,10,,(a)kU/L,,percent
6300,10,,out of 10,,billion per liter
5397,10,,779,,percent
9936,10,,Serum paraprotein level,,percent
10763,10,,(2.0,,percent
17871,10,,standard,,percent
18412,10,,x 10/L,,billion per liter
5448,10,,666,,percent
5339,10,,944,,percent
9568,10,,9/day,,gram per 24 hours
13567,10,,3months,,percent
5964,10,,Chlamydia antigen ELISA positive,,percent
4065,10,,10*8 iu/ml,,billion per liter
26741,10,,WBC 6.19,,percent
6441,10,,cm2,,percent
6751,10,,4...,,percent
9508,10,,Not applicable,,percent
18858,10,,WBC 4.42,,percent
4533,10,,ug/24hr,,percent
10282,10,,every other month,,percent
15381,10,,time/day,,gram per 24 hours
26817,10,,WBC 7.74,,percent
6375,10,,1031,,percent
4241,10,,Udl,,percent
12584,10,,mL/min/sa,,milliliter per minute per 1.73 square meter
17173,10,,day +,,gram per 24 hours
9543,10,,attacks/6m,,percent
4408,10,,.7,,percent
24035,10,,exp = 215 - 435,,percent
8763,10,,2 week,,percent
3369,10,,pints a week,,percent
17357,10,,cop./ml,,percent
4324,10,,WBC 4.81,,percent
26815,10,,WBC 7.60,,percent
4769,10,,/every 2 weeks,,percent
10022,10,,20/25,,percent
9761,10,,ml/min normalized,,milliliter per minute per 1.73 square meter
10723,10,,20 day,,gram per 24 hours
6380,10,,686,,percent
9485,10,,30 U/week,,percent
9098,10,,830,,percent
25216,10,,WBC 5.76,,percent
462,10,,Urine urobilinogen test,,percent
9572,10,,WBC 8.20,,percent
11427,10,,No. weeks in last year,,percent
27519,10,,4...   Day,,gram per 24 hours
4968,10,,2021,,percent
1318,10,,4.9,,percent
26742,10,,WBC 6.25,,percent
16486,10,,international unit,,percent
12047,10,,/pack years,,percent
10664,10,,Rh negative Du positive,,percent
24199,10,,m/Pa?'s,,percent
26810,10,,WBC 7.25,,percent
20821,10,,WBC 7.11,,percent
3419,10,,Smokes,,percent
2390,10,,years.months,,percent
13054,10,,million ml,,million per milliliter
6644,10,,0.25,,percent
26467,10,,WBC 5.69,,percent
6879,10,,715,,percent
9063,10,,807,,percent
25236,10,,WBC 7.92,,percent
19084,10,,WBC 4.97,,percent
19005,10,,Req,,percent
13850,10,,U/mthly,,percent
18392,10,,sec/sec,,liter per second
5681,10,,I.V./ml,,percent
5274,10,,754,,percent
19070,10,,Hmg/L,,percent
7032,10,,924,,percent
2479,10,,12g/week,,percent
9083,10,,grams tobacco/week,,gram
14229,10,,ug.L,,percent
25458,10,,WBC 5.64,,percent
1565,10,,roll ups per week,,per week
5840,10,,Ear swab culture positive,,percent
10908,10,,730,,percent
26818,10,,WBC 7.84,,percent
7774,10,,U/ 2 weeks,,percent
26481,10,,WBC 7.15,,percent
26497,10,,WBC 8.85,,percent
14154,10,,Fastin,,percent
962,10,,*10^5/ml,,billion per liter
27758,10,,2023,,percent
5444,10,,999,,percent
4180,10,,GPCOG,,percent
26753,10,,WBC 5.16,,percent
4946,10,,1098,,percent
21808,10,,CPMS ID42053,,percent
20760,10,,mugs/day,,gram per 24 hours
6913,10,,799,,percent
25744,10,,WBC 7.16,,percent
11870,10,,18.5,,percent
5622,10,,849,,percent
4386,10,,.0,,percent
7835,10,,Sweat test,,percent
21160,10,,WBC 5.46,,percent
9075,10,,822,,percent
533,10,,Protein electrophor. abnormal,,percent
9924,10,,/per month,,percent
5389,10,,773,,percent
20886,10,,WBC 4.58,,percent
4808,10,,2.5,,percent
12396,10,,mnth,,percent
10187,10,,N Scale,,percent
12322,10,,deg F,,degree Celsius
7001,10,,umonth,,percent
21292,10,,WBC 7.61,,percent
10467,10,,times/weeK 3,,per week
6616,10,,off past month,,percent
6965,10,,936,,percent
14788,10,,5/10,,billion per liter
4101,10,,grm,,percent
23470,10,,1MG/1MG/2MG ALT,,percent
8790,10,,g/weekly,,percent
25727,10,,WBC 5.63,,percent
6426,10,,PUFFS/MONTH,,percent
19910,10,,WBC 6.85,,percent
26494,10,,WBC 8.49,,percent
15700,10,,xxxxxxx,,percent
8882,10,,g/3 weeks,,percent
7235,9,,H pg,,percent
12539,9,,daya,,percent
9089,9,,839,,percent
6949,9,,782,,percent
6633,9,,ng /l,,percent
4610,9,,umol/mol Cr.,,micromole per mole of hemoglobin
26471,9,,WBC 6.32,,percent
6873,9,,988,,percent
15334,9,,mins/secs,,percent
9651,9,,Haemoglobin not estimated,,percent
4434,9,,Integer,,percent
2641,9,,ÃÂ°C,,percent
13735,9,,sd over 35yo,,percent
11390,9,,U/2months,,percent
11223,9,,U/L 25 oC,,percent
12865,9,,size in wks,,percent
2715,9,,l after 1 second,,percent
10898,9,,896,,percent
19036,9,,/gram week,,percent
26230,9,,WBC 7.26,,percent
1932,9,,WBC 4.64,,percent
8022,9,,years/old,,percent
6101,9,,Urine microscopy: crystals,,percent
9186,9,,every 3 months,,percent
10509,9,,Chr disease - drug resistance,,percent
22267,9,,Â£,,percent
6493,9,,7.5,,percent
6943,9,,718,,percent
9704,9,,nmol/mmol(crea),,millimole per liter
6526,9,,/cm,,centimeter
12056,9,,6.3,,percent
3326,9,,5 day,,gram per 24 hours
28537,9,,ug Hb/Faeces.,,percent hemoglobin
15869,9,,time collected,,percent
26477,9,,WBC 7.02,,percent
11007,9,,GLASS,,percent
3977,9,,20/week,,percent
11745,9,,times/qtr,,percent
2848,9,,mmol/mol(creat),,millimole per liter
11250,9,,HZA115150,,percent
16557,9,,grams/wk.,,gram
7893,9,,mmo/mol,,percent
3826,9,,seasonal,,percent
20654,9,,1-10 (10=worse possible),,billion per liter
18406,9,,SLA,,percent
19961,9,,pmol/min/hr,,heartbeat
551,9,,Serum pregnancy test NOS,,percent
11995,9,,mmol/lLO,,millimole per liter
16897,9,,Plasma factor VIII rel antigen,,percent
26489,9,,WBC 8.25,,percent
27069,9,,WBC 8.68,,percent
5104,9,,1019,,percent
18568,9,,relatives,,percent
9619,9,,Plasma total protein S level,,percent
3804,9,,PHQ9 score(max27),,score
10786,9,,0-,,percent
26816,9,,WBC 7.67,,percent
18481,9,,WBC 9.88,,percent
26772,9,,WBC 7.07,,percent
6836,9,,971,,percent
4871,9,,tabs,,percent
18226,9,,HDL/CHOL,,percent
14773,9,,g per day,,per 24 hours
12456,9,,wweks,,percent
25449,9,,WBC 4.87,,percent
20001,9,,indefinte,,percent
5469,9,,704,,percent
6641,9,,(TV. 2.00),,percent
6315,9,,ug/Hb,,percent
2815,9,,1.0,,percent
10410,9,,Blood toxic substance levels,,percent
26724,9,,WBC 4.83,,percent
22298,9,,WBC 7.52,,percent
6961,9,,905,,percent
15131,9,,yearly.,,percent
13848,9,,pmol 6-TGN/8x10\S\8 cells,,percent
14616,9,,20 g/week,,percent
5658,9,,719,,percent
20261,9,,WBC 5.56,,percent
25496,9,,WBC 8.95,,percent
14207,9,,10/15,,billion per liter
22132,9,,a  day,,gram per 24 hours
5839,9,,Urine catecholamine test,,percent
25459,9,,WBC 5.67,,percent
12886,9,,times/week1,,percent
26743,9,,WBC 6.39,,percent
6480,9,,7/7,,percent
6369,9,,ounces per week,,per week
21301,9,,WBC 5.01,,percent
12395,9,,hour+,,percent
12959,9,,>90,,percent
27064,9,,WBC 8.03,,percent
11023,9,,iiu,,percent
5314,9,,820,,percent
5566,9,,1233,,percent
8746,9,,24 hour urine protein output,,percent
3186,9,,ng.ml,,nanogram per milliliter
9596,9,,e-GFR,,percent
7865,9,,3/3,,percent
12637,9,,dsays,,percent
26754,9,,WBC 5.17,,percent
7884,9,,15-20,,percent
26460,9,,WBC 4.74,,percent
2292,9,,(a) KU/L,,percent
25760,9,,WBC 8.79,,percent
13065,9,,12.3,,score
3132,9,,miul/l,,percent
9007,9,,number procedures,,percent
23413,9,,1mg daily,,percent
17328,9,,mmg/L,,percent
13125,9,,g/2weeks,,percent
16597,9,,11-15 U/week,,percent
5388,9,,1150,,percent
12515,9,,daays,,percent
25747,9,,WBC 7.51,,percent
9793,9,,nM/l,,percent
7011,9,,831,,percent
3599,9,,Sperm no./cc low: 10-30 mill.,,billion per liter
9808,9,,g/year,,percent
9947,9,,cells/cu.mm,,per cubic millimeter
12171,9,,cm#,,centimeter
9062,9,,691,,percent
23248,9,,cell/uL,,percent
8860,9,,ug/g st,,percent
19212,9,,micrograms/min,,heartbeat
3347,9,,2/year,,percent
9545,9,,[MPL'U]/mL,,unit per milliliter
12105,9,,Sc,,percent
22302,9,,WBC 7.69,,percent
9762,9,,U/week3,,percent
18681,9,,pg/ml:,,unit per milliliter
16952,9,,WBC 7.53,,percent
12876,9,,uG(DHT)/dL,,gram per deciliter
10333,9,,CSF pressure: raised,,percent
10752,9,,ays,,percent
7950,9,,a/month,,percent
27058,9,,WBC 7.12,,score
20058,9,,time in service/wks,,percent
17332,9,,Urine iron,,percent
27035,9,,WBC 4.75,,percent
3989,9,,10*-10m,,billion per liter
25607,9,,raised borderline,,percent
15187,9,,WBC 4.59,,percent
26498,9,,WBC 8.90,,percent
25226,9,,WBC 6.60,,percent
5426,9,,845,,percent
13797,9,,12.1,,score
9242,9,,5/12,,score
25757,9,,WBC 8.53,,percent
10070,9,,grade 0-6,,percent
25450,9,,WBC 4.90,,percent
26245,9,,WBC 8.65,,percent
27030,9,,WBC 4.20,,percent
21728,9,,ug/Hbg,,percent
22933,9,,cPpm,,percent
5580,9,,1010,,percent
19058,9,,1-7,,percent
6528,9,,every 6 months,,percent
13590,9,,l.l,,percent
6104,9,,Serum TSH level normal,,percent
7031,9,,774,,percent
24668,9,,/NA,,percent
17275,9,,Chemical function test NOS,,percent
20054,9,,/360,,percent
9659,9,,Urine urobilinogen,,percent
6622,9,,in past 6/12,,percent
8940,9,,1cm,,percent
26475,9,,WBC 6.71,,percent
14329,9,,T/N,,percent
18961,9,,mnol,,percent
11120,9,,mmols.,,millimole per liter
8789,9,,point(s),,percent
2935,9,,x10*6,,billion per liter
21084,9,,WBC 4.50,,percent
24076,9,,exp = 9.0 - 22.0,,percent
13406,9,,pregs,,percent
1878,9,,roll ups / day,,gram per 24 hours
13012,9,,Sperm: abnormal constituents,,percent
868,9,,everyday,,percent
26750,9,,WBC 4.88,,percent
10776,9,,(hpf)l/min,,heartbeat
26205,9,,WBC 4.99,,percent
643,9,,"Swab - ENT, sent",,percent
10308,9,,Vomit appearance,,percent
3117,9,,gmmol/,,percent
14700,9,,10 days,,billion per liter
12025,9,,g/lHI,,percent
25212,9,,WBC 5.07,,percent
5973,9,,Bp Box Score,,score
12212,9,,Para,,percent
10564,9,,U/moth,,percent
13338,9,,pos,,percent
27059,9,,WBC 7.29,,percent
6293,9,,X10.9 /L,,billion per liter
25472,9,,WBC 6.69,,percent
13821,9,,6.5,,percent
26202,9,,WBC 4.73,,percent
5257,9,,763,,percent
8547,9,,years +,,percent
27056,9,,WBC 6.92,,percent
25756,9,,WBC 8.32,,percent
5396,9,,859,,percent
17228,9,,not sure,,percent
10515,9,,Pleural fluid examination,,percent
8878,9,,7day,,percent
23352,9,,Dose 2mg daily,,percent
19090,9,,WBC 7.20,,percent
26003,9,,WBC 4.53,,percent
13109,9,,12.7,,score
25246,9,,WBC 8.74,,percent
11314,9,,micromole/millimole,,percent
25740,9,,WBC 6.70,,percent
3520,9,,RBC: rouleaux formation,,percent
21530,9,,/gms,,percent
22787,9,,AUDIT/40,,score
5461,9,,965,,percent
8943,9,,bottle/day,,gram per 24 hours
3327,9,,ug/mmol(creat),,millimole per liter
8814,9,,ug/L (ng/ml),,microgram of fibrinogen equivalent unit per milliliter
25446,9,,WBC 4.77,,percent
4254,9,,GUT swab NOS,,percent
26777,9,,WBC 7.44,,percent
13786,9,,mm in 1hour,,millimeter per hour
3803,9,,CALLS/YEAR,,percent
4995,9,,796,,percent
13629,9,,mg per L,,percent
5554,9,,893,,percent
5048,9,,808,,percent
19880,9,,\meddata\s6000\document\Apollo\2012\10\Document 17,,billion per liter
7694,9,,mq/l,,percent
9109,9,,757,,percent
6481,9,,units daily,,percent
27074,9,,WBC 9.08,,percent
1345,9,,umol zpp/molHeme,,percent
16695,9,,weekl,,percent
5172,9,,844,,percent
5785,9,,umol/mmol cr,,millimole per liter
3709,9,,Sputum examination: abnormal,,percent
2337,9,,mM/M Hb,,millimeter per hour
18107,9,,km/m2,,percent
12548,9,,L cider/day,,percent
25366,9,,too high,,percent
5992,9,,FVC - forced vital capacity normal,,percent
19908,9,,WBC 5.25,,percent
11900,9,,760,,percent
25209,9,,WBC 4.98,,percent
6982,9,,835,,percent
18502,9,,Packs per year,,percent
20575,9,,mmol/mol Cr,,millimole per liter
6861,9,,858,,percent
17554,9,,roll ups a week,,percent
13849,9,,pmol 6MMPN/8x10\S\8 cells,,percent
22592,9,,WBC 8.24,,percent
8804,9,,LIU,,percent
12406,9,,moths,,percent
12393,9,,weeki,,percent
12176,9,,L/week,,percent
22446,9,,ng/ml  FEU,,nanogram per milliliter
13414,9,,asthma attack,,percent
26231,9,,WBC 7.34,,percent
555,9,,Faeces occult blood test,,percent
12357,9,,e,,percent
25603,9,,phoned,,percent
10041,9,,6.0,,percent
23986,9,,exp = 0.0 - 4.0,,percent
4790,9,,IGNORE,,percent
15583,9,,/6month,,percent
6994,9,,759,,percent
17176,9,,day's,,gram per 24 hours
23876,9,,days all together,,percent
12875,9,,mOsmol/K,,percent
15567,9,,1u/mL,,percent
26208,9,,WBC 5.12,,score
13011,8,,18 U/week,,percent
519,8,,rollups per day,,per 24 hours
522,8,,Helicobacter pylori antibody level,,percent
26203,8,,WBC 4.84,,percent
4576,8,,857,,percent
5990,8,,Forced vital capacity abnormal,,percent
10374,8,,Blood drug level NOS,,percent
6417,8,,mmol/specimen,,millimole per liter
2774,8,,g / week,,percent
9721,8,,15g,,percent
11087,8,,c:hdl ratio,,percent
20935,8,,WBC 4.60,,percent
26843,8,,WBC 9.60,,percent
11466,8,,mg/g(wet wt),,percent
22021,8,,kUA/1,,percent
5005,8,,1015,,percent
24827,8,,10*3uL,,billion per liter
10303,8,,Urine free cortisol 24hr.assay,,percent
12187,8,,1/2,,percent
28491,8,,20/100,,percent
4437,8,,2 units,,percent
5125,8,,976,,percent
7914,8,,/year (hospital),,percent
5838,8,,Varicella zoster IgM level,,percent
26233,8,,WBC 7.39,,percent
4759,8,,microgram/g fae,,percent
6350,8,,gr/dl,,percent
4061,8,,g/w,,percent
7799,8,,Tissue cytology abnormal,,percent
4898,8,,898,,percent
15904,8,,L D L,,percent
3062,8,,momol/l,,percent
12877,8,,Antibody Index,,percent
5289,8,,1013,,percent
8821,8,,llbs,,percent
9006,8,,10/week,,billion per liter
26814,8,,WBC 7.49,,percent
17803,8,,times/a day,,per 24 hours
9276,8,,2g,,percent
25718,8,,WBC 4.94,,percent
20832,8,,st/lb,,percent
10278,8,,cig/d,,percent
23952,8,,4.0 - 6.3,,percent
11040,8,,42b2,,percent
20005,8,,ifcc units.,,percent
26472,8,,WBC 6.53,,percent
11642,8,,(0.1-5.0),,percent
14691,8,,U/mounth,,percent
10249,8,,steps/day,,gram per 24 hours
26716,8,,WBC 4.18,,percent
25442,8,,WBC 4.48,,percent
5288,8,,767,,percent
11028,8,,10-15/day,,billion per liter
12233,8,,pipes a day,,gram per 24 hours
3367,8,,IU/10*12 (RBC),,trillion per liter
16558,8,,Giga/L,,percent
3843,8,,4times/week,,percent
2111,8,,/ 5 UL,,percent
6564,8,,Phase 2,,percent
22575,8,,>3  DO AUDIT C,,percent
10920,8,,690,,percent
11288,8,,/pack year,,percent
23391,8,,6MG/6MG/7MG ALT,,percent
25213,8,,WBC 5.20,,percent
6623,8,,0.8,,percent
24328,8,,g/sqcm,,percent
13860,8,,5 a day,,gram per 24 hours
15881,8,,mIU/L[0.3,,percent
5989,8,,Factor V Leiden genotypy,,percent
25490,8,,WBC 8.30,,percent
10456,8,,Urine drug level NOS,,percent
25987,8,,WBC 3.58,,percent
23345,8,,8mg/9mg alt days,,percent
4219,8,,Urine levels NOS,,percent
25249,8,,WBC 8.83,,percent
13871,8,,2weekly,,percent
15223,8,,bottles of wine,,percent
16954,8,,WBC 8.14,,percent
3163,8,,//,,percent
17471,8,,MIle,,percent
14817,8,,grams / week,,gram
5182,8,,823,,percent
12929,8,,(mIU/l),,percent
11048,8,,6 MONTHLY,,percent
8780,8,,/57,,percent
9301,8,,Post 1st,,percent
14003,8,,mOsm/L,,percent
15907,8,,DRW Ratio,,percent
10247,8,,two months,,percent
9952,8,,times/week5,,percent
2443,8,,/3 monthly,,percent
25737,8,,WBC 6.46,,percent
24843,8,,mmol/24/hr,,millimole per 24 hours
6603,8,,g/24hour,,percent
3915,8,,times/mth,,percent
13146,8,,gms/L,,percent
14706,8,,Glucose load test,,percent
15898,8,,uu,,percent
13878,8,,pmol/8.(10*8){cells},,billion cells per liter
16512,8,,cells/L,,percent
26834,8,,WBC 9.05,,percent
13806,8,,9.9,,percent
5880,8,,Hepatitis A test positive,,percent
6865,8,,964,,percent
10391,8,,Sputum appears normal,,percent
7193,8,,rolled cigarettes,,percent
2025,8,,mols,,percent
11118,8,,/81,,percent
3505,8,,Post-nasal swab taken,,percent
461,8,,Sample: direct micr. organism,,percent
15772,8,,U/occassional,,percent
14455,8,,/m,,percent
9537,8,,/2months,,percent
16528,8,,per hour,,percent
4080,8,,bottles per week,,per week
7692,8,,anx. score,,score
5659,8,,751,,percent
9142,8,,mg/m mol,,percent
25720,8,,WBC 5.02,,percent
26718,8,,WBC 4.34,,percent
6766,8,,APL U/mL (0-13),,percent
11580,8,,10 ^12/L,,trillion per liter
4944,8,,798,,percent
3185,8,,moll/l,,percent
10336,8,,Wassermann's test (W.R.),,percent
5280,8,,973,,percent
6323,8,,8/week,,percent
7907,8,,mmmol/mol,,percent
6014,8,,HVS: fungal organism isolated,,percent
27051,8,,WBC 6.45,,percent
18390,8,,Expressed as ratio,,percent
9865,8,,Urine pH test,,percent
